"","IP1","IP2","IP3","control4","control5","control6","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-SAOUHSC_01012",3560,3530,2716,7509,13436,2266,5063.67962055443,-1.43012489456963,0.304348160192977,-4.69897663801495,2.61468358310654e-06,1.24424439258594e-05
"gene-SAOUHSC_01013",20110,17889,14936,41504,42710,14896,26359.0332026507,-1.36614487169566,0.399675566952306,-3.4181345687781,0.000630519242631335,0.00178723189664166
"gene-SAOUHSC_01014",21538,17583,16429,40827,45213,8964,22879.1562049877,-0.972861792076331,0.234361500727173,-4.1511160709321,3.30857909596221e-05,0.000123217599212397
"gene-SAOUHSC_01015",17986,15405,14789,32600,41336,12048,22623.4081859043,-1.24075531502967,0.373100899200051,-3.32552217828988,0.000882530786877274,0.00240220147649514
"gene-SAOUHSC_01016",11706,9719,9723,19112,29316,4566,12471.6027398775,-0.902079547623426,0.233965456962706,-3.85560996624906,0.000115441422009678,0.000376696354438724
"gene-SAOUHSC_01017",34492,28905,28163,51310,75403,15926,36737.7164781559,-0.907970326081204,0.301898280876205,-3.00753725210354,0.00263373842881373,0.00638291514887571
"gene-SAOUHSC_01018",50921,37124,40414,62965,71104,23375,47776.3443522409,-0.747108729505844,0.392745307020811,-1.90227283725699,0.0571354948441819,0.0956095185396231
"gene-SAOUHSC_01019",2576,1550,2398,1016,1066,73,1179.5255950859,1.73767236537729,0.404508279504428,4.2957646441901,1.74092210086688e-05,6.95607504151039e-05
"gene-SAOUHSC_01021",6567,5325,5673,4295,4533,968,4044.04483485983,0.628449124680454,0.260910423112727,2.40867772618241,0.0160104287934742,0.0315943738825866
"gene-SAOUHSC_01022",1611,1291,1401,2314,2497,491,1442.53074484937,-0.481069953947617,0.244896318580871,-1.96438213826704,0.0494857926529755,0.0847753485386286
"gene-SAOUHSC_01023",220,186,199,44,45,11,101.652844703091,2.43915300231888,0.346130637956115,7.04691447345421,1.82928674888439e-12,2.3321278970661e-11
"gene-SAOUHSC_01024",1542,1426,787,5420,5210,104,1721.34064953583,-1.2246565687815,0.67068429418947,-1.8259806877713,0.0678531708927811,0.111102473964823
"gene-SAOUHSC_01025",16754,15592,13594,26026,31898,5322,16115.75257205,-0.593447525742604,0.214368937476981,-2.7683466304736,0.00563414966504703,0.0125249020534419
"gene-SAOUHSC_01026",1406,1202,1018,2638,4055,535,1561.69929110197,-1.07099936437245,0.218328738935976,-4.90544382563635,9.32163167435889e-07,4.98264572439649e-06
"gene-SAOUHSC_01027",7892,7320,5058,20138,14725,5898,10554.4042440346,-1.46306912350603,0.420565593206018,-3.47881316765096,0.00050363958468729,0.00146082127156388
"gene-SAOUHSC_01028",11044,10887,6953,24442,19989,7257,13677.3630201787,-1.27055581558472,0.408129150710102,-3.11312194528149,0.001851195111513,0.00467230736708759
"gene-SAOUHSC_01029",84351,84690,54406,149803,132009,32815,83365.8835627837,-0.753091778266398,0.321836211097965,-2.33998460178604,0.0192845349633463,0.0373033947314977
"gene-SAOUHSC_01030",564,342,374,485,338,13,273.550848946816,0.816076890894405,0.570755159745862,1.42981955915699,0.152768813919383,0.220737648367437
"gene-SAOUHSC_01031",10625,7791,6484,5320,5632,1090,5317.43928622857,0.851346151379945,0.236907772883988,3.59357627238698,0.000326170111599927,0.000978153474721443
"gene-SAOUHSC_01032",8177,5936,4922,4354,5091,296,3809.8421747401,1.12188479708935,0.404191847607476,2.77562450536817,0.00550957994088103,0.012287842650899
"gene-SAOUHSC_01034",6676,5660,4039,6162,8744,2593,5564.62632112865,-0.549085533338049,0.405444252103213,-1.35428121249644,0.175646677708345,0.249067534194813
"gene-SAOUHSC_A00992",1467,1403,913,1212,1353,389,1057.9037275783,-0.0190108744901699,0.370954285750733,-0.0512485640965056,0.959127454106844,0.968312468400316
"gene-SAOUHSC_01035",25385,18094,13799,34417,30363,3189,16918.7777068138,-0.217440390222215,0.324892045702234,-0.669269663873213,0.503323474569842,0.590839247878345
"gene-SAOUHSC_01036",1898,1302,1217,3016,4513,265,1571.23550912583,-0.67246813005693,0.375970426442955,-1.78861974974769,0.0736760749895701,0.119424081340279
"gene-SAOUHSC_01037",126,138,109,356,788,5,173.07928310733,-1.21437555329203,0.780780829615097,-1.55533474597562,0.119866366278432,0.180561619983287
"gene-SAOUHSC_01038",2607,1747,1607,2286,2243,315,1512.11131725785,0.230502432754905,0.23173793181938,0.994668550570143,0.31989749505415,0.412242141017126
"gene-SAOUHSC_01039",3528,2188,2128,5671,6327,262,2519.48314778222,-0.436136364493431,0.492671495175616,-0.885247814749191,0.376022988908799,0.467428123627673
"gene-SAOUHSC_01040",36917,34114,25560,33268,21736,7519,24470.1842232059,0.280614579778253,0.380973791338541,0.736571874911189,0.461382743738875,0.549847869820981
"gene-SAOUHSC_01041",29015,24819,19460,26544,15157,12887,23394.4249906078,-0.384020837578924,0.590489288690684,-0.650343443875889,0.515470400618488,0.601748027297818
"gene-SAOUHSC_01042",59506,53374,39797,56009,34864,18802,43742.0574190696,-0.0927553470827066,0.48337707432269,-0.191890248855256,0.847828175791742,0.882939601005001
"gene-SAOUHSC_01043",82132,65388,52505,81229,37081,13127,49514.2766789334,0.331404880955452,0.41348389909927,0.801494040462957,0.422845692788893,0.513067748532252
"gene-SAOUHSC_01044",810,648,541,1011,1325,241,684.039581509515,-0.553228442550074,0.243157782023329,-2.27518296123048,0.0228949565623387,0.0433990843273653
"gene-SAOUHSC_01045",1424,1504,1346,1404,2266,99,1051.35958275591,0.420306627694195,0.451384022316638,0.931150875782123,0.351775524693622,0.444134828735706
"gene-SAOUHSC_01046",2649,2939,2479,1953,3330,150,1787.95865538419,0.806507210779211,0.446195648382337,1.80751922100354,0.0706813605256358,0.115046086223734
"gene-SAOUHSC_01047",1181,1171,1192,656,1051,90,738.812494241971,1.05940104710466,0.306095172141777,3.46101847896501,0.000538135871761399,0.00154453447591413
"gene-SAOUHSC_01048",2539,2431,2460,1297,1849,108,1448.93082060372,1.37242472732522,0.386820361944133,3.54796402244055,0.000388221246834378,0.00114915166044604
"gene-SAOUHSC_01049",6726,6261,5702,5007,5929,4248,6633.58771135467,-0.616798822761282,0.624707499355472,-0.987340192646398,0.323475893162428,0.415875902044191
"gene-SAOUHSC_01050",38688,29028,30519,32506,48312,6532,26485.0975005082,0.0878727748505091,0.204010269643322,0.430727212919918,0.666666729478921,0.734163722580041
"gene-SAOUHSC_01051",1267,880,678,3672,5068,612,1713.6971243725,-1.78595413068065,0.23877781200488,-7.47956485439341,7.4569105448808e-14,1.16796524591533e-12
"gene-SAOUHSC_01053",2116,1462,1395,3010,3999,449,1722.55501314204,-0.605210905072165,0.217041185574321,-2.78846110921618,0.00529591055944773,0.0118886902894727
"gene-SAOUHSC_01054",1372,873,568,2097,2351,258,1023.92408020966,-0.769926901808825,0.319709287132344,-2.40820937269211,0.0160309843615693,0.0316121785144326
"gene-SAOUHSC_01055",19776,14970,12734,9028,9276,3425,10795.1925031289,0.621517713725252,0.415172233722237,1.49701175377992,0.134390199721614,0.199223113811219
"gene-SAOUHSC_01057",2198,1735,1626,2873,3326,424,1712.25319396314,-0.290388922271517,0.197472253726233,-1.47053024813349,0.141418199596379,0.207509253262139
"gene-SAOUHSC_01058",21542,15085,17781,14638,11856,2422,12045.3492724358,0.753919125170695,0.271829406844803,2.77350097593059,0.00554566740379816,0.0123582718323665
"gene-SAOUHSC_01060",878,747,612,1116,1243,134,650.403264175331,-0.143366534267122,0.255129013462883,-0.561937399126813,0.57415867150625,0.654645972794772
"gene-SAOUHSC_01061",2079,1512,1479,2616,2777,247,1439.86102466327,-0.0827391930181096,0.305911413291176,-0.270467819843504,0.786800370694155,0.831708374883409
"gene-SAOUHSC_01062",2907,2344,1949,6740,4918,351,2493.71261239752,-0.592267528614286,0.448073277015123,-1.32180953204736,0.186231583426066,0.261909066275447
"gene-SAOUHSC_01063",4943,3550,3416,6299,7577,876,3697.74819213877,-0.324235728958047,0.212502696509102,-1.52579583357974,0.12706071865193,0.190095336298936
"gene-SAOUHSC_01064",18794,14767,12237,54093,52086,13052,26444.8476594462,-1.67117620629066,0.296362249072947,-5.63896451561656,1.71075781867736e-08,1.21797069636224e-07
"gene-SAOUHSC_01065",5598,4269,3778,7668,8610,2040,4981.92646611529,-0.716403646267882,0.290035326963629,-2.47005650576393,0.0135091711430907,0.0272385522007744
"gene-SAOUHSC_01066",3852,4518,2633,9740,10798,1824,4944.32775266927,-1.14569916610321,0.291839624767223,-3.92578344019269,8.64479065829572e-05,0.000291343779807733
"gene-SAOUHSC_01067",2944,2824,2097,6576,8516,438,2977.22357274605,-0.783156563442699,0.427397312454502,-1.83238532536647,0.0668940328085427,0.109860122185869
"gene-SAOUHSC_01068",82,61,102,238,461,35,130.392720821308,-1.48194105545965,0.409140115438172,-3.62208690749512,0.000292235901605554,0.000887063794353073
"gene-SAOUHSC_01069",3555,2910,2322,5123,6266,672,2867.69738583224,-0.448210396446945,0.239447242755004,-1.87185448990759,0.0612267372774198,0.101648992657424
"gene-SAOUHSC_01070",1924,1517,1249,2333,2588,406,1442.10238036658,-0.295880254499906,0.202337741311378,-1.46230877434069,0.143656615169801,0.209783048577743
"gene-SAOUHSC_01071",1542,1141,868,2397,3866,674,1591.63830213276,-1.18164531980473,0.288326831400062,-4.09828427714091,4.16223900518231e-05,0.000150908691973607
"gene-SAOUHSC_01072",491,395,264,1016,1021,34,397.548926716294,-0.616301699326354,0.556126151868557,-1.10820485110368,0.267773356246874,0.356640801493042
"gene-SAOUHSC_01073",590,370,390,993,1171,77,465.757130919884,-0.610958712741436,0.373481456151128,-1.63584751713674,0.101871504358164,0.157247009509381
"gene-SAOUHSC_01074",1289,777,980,1066,1691,374,959.119433868046,-0.351777823409297,0.346818903232014,-1.01429829842339,0.310440435743025,0.400808871583434
"gene-SAOUHSC_01075",2638,1563,2031,1845,2281,347,1528.61722555761,0.364568335908552,0.236885765619613,1.53900482350624,0.123803118683592,0.18560450060879
"gene-SAOUHSC_01076",1207,932,792,1361,1739,129,817.426564355396,-0.04020816117099,0.326998313725163,-0.12296137161363,0.902137686767073,0.930206787792022
"gene-SAOUHSC_01077",39095,32821,34782,20423,18293,1630,20183.921369432,1.50885293325823,0.350468479470353,4.30524575430719,1.66800460839612e-05,6.69399799650623e-05
"gene-SAOUHSC_A01041",1499,1265,2167,841,2444,241,1200.71147158406,0.511255675184144,0.441060152043717,1.15915181368157,0.246394308935592,0.332529197829866
"gene-SAOUHSC_01078",6670,5191,6117,4501,4366,423,3747.28840933232,1.02831860942958,0.316948795049671,3.2444313576533,0.00117685378256583,0.00312270689062241
"gene-SAOUHSC_01079",1907,1362,1444,521,477,75,810.047077132111,2.04941469842994,0.241812579073389,8.4752195534375,2.34636601920567e-17,5.18660424084093e-16
"gene-SAOUHSC_01081",1048,636,596,1630,2948,411,1060.83316233738,-1.27048447823277,0.281329217918191,-4.51600614978504,6.30168349379491e-06,2.79045467794699e-05
"gene-SAOUHSC_01082",282,212,189,374,420,38,203.927745256417,-0.24895585224511,0.299888620032092,-0.830161051854746,0.406447732800866,0.496257124474961
"gene-SAOUHSC_01084",498,288,324,361,514,17,254.906313263885,0.532927279390112,0.503298498421499,1.0588692019975,0.289659352071672,0.379157728762394
"gene-SAOUHSC_01085",429,280,252,206,254,18,191.94983731609,1.06457159724497,0.341731997418758,3.11522364099971,0.00183805494167586,0.00464341806003091
"gene-SAOUHSC_01086",213,128,148,110,145,17,105.417322226164,0.788839551905261,0.292322686581397,2.69852320095453,0.00696478829361669,0.0150978771852802
"gene-SAOUHSC_01087",93,63,71,45,50,6,45.5189721356755,1.10873473080527,0.357800256916709,3.09875331102226,0.00194336759917424,0.00488246616804454
"gene-SAOUHSC_01088",156,86,109,77,103,13,75.7849305603936,0.787089482124231,0.324499292258301,2.4255506896382,0.0152851810106046,0.0304039776125306
"gene-SAOUHSC_01089",154,70,114,57,103,3,64.8610794749912,1.2075470901902,0.519753824852925,2.32330582758463,0.0201627289847778,0.0388376951140378
"gene-SAOUHSC_01090",15,6,6,7,12,0,5.54773413195658,0.562684259010195,0.892377532357509,0.630545076055063,0.528338020768905,0.613113681171706
"gene-SAOUHSC_01091",2428,1833,1707,4586,4834,687,2288.84085492516,-0.828038915410092,0.198307024875154,-4.17554000384703,2.97280003999522e-05,0.000112703249095808
"gene-SAOUHSC_01092",1077,926,685,1441,1636,420,980.122576714796,-0.705333626932293,0.328389977450813,-2.14785369641173,0.0317253797597139,0.0576652957038301
"gene-SAOUHSC_01093",5340,3786,3542,8050,10124,1618,4747.88478452698,-0.783380698543621,0.19587765471222,-3.99933672727781,6.3520251242018e-05,0.000221512733656961
"gene-SAOUHSC_01095",758,544,431,982,1069,275,639.998955294075,-0.753697639750745,0.325963766977977,-2.31221293930398,0.0207659515769792,0.0398226015768943
"gene-SAOUHSC_01096",1559,1232,1127,1758,2096,204,1087.34189763053,-0.011104318080127,0.260315655850158,-0.0426571273397357,0.965974855865295,0.97271751650506
"gene-SAOUHSC_01097",2650,1936,1695,2201,2151,90,1389.08049072543,0.71380752795658,0.503677997376334,1.41719021214906,0.156427322680101,0.225074693683023
"gene-SAOUHSC_01098",5633,4381,3184,4375,4075,334,2939.09907693545,0.678892998740414,0.36806121317222,1.84451111511919,0.0651086874634488,0.107313837845648
"gene-SAOUHSC_01099",10347,8453,6655,9085,8943,1518,6459.18452347257,0.255350547032794,0.222217251537637,1.14910316487982,0.250513443529717,0.337203030726687
"gene-SAOUHSC_01100",9544,7721,4207,16173,13714,1387,7069.70297449707,-0.504135678995137,0.382501489696358,-1.3179966420401,0.187504772011343,0.263429308089744
"gene-SAOUHSC_01101",186,117,133,171,218,4,103.677530400741,0.407278246150635,0.591423130711675,0.688641050715325,0.491049181226865,0.578661137464676
"gene-SAOUHSC_01102",5026,4619,3274,6590,8168,1660,4464.07467672929,-0.576836143547659,0.27869264761138,-2.06979318791366,0.0384717155747777,0.0681207831979753
"gene-SAOUHSC_01103",8459,8589,5969,12882,12514,1389,6854.49151728852,-0.184947307226027,0.297627950591955,-0.621404363596173,0.534333601704854,0.616677222009686
"gene-SAOUHSC_01104",52667,52854,37701,50248,57326,20196,44957.434363911,-0.323185663771813,0.424994070640228,-0.760447465266876,0.446987160317093,0.535954421010127
"gene-SAOUHSC_01105",39043,36468,27418,30593,27749,5720,24412.6223776582,0.503170350255193,0.263684725169507,1.90822714486679,0.0563618646509673,0.0944879945004902
"gene-SAOUHSC_01106",4630,4220,2747,7513,9350,2116,4803.6906240221,-0.998227693753054,0.318635482589858,-3.13282025479238,0.00173135433389338,0.00438599096968739
"gene-SAOUHSC_01107",3129,2631,1858,4363,4895,527,2385.17301501582,-0.350167270886509,0.269407041760237,-1.2997702977569,0.193679708426203,0.271270352987339
"gene-SAOUHSC_01108",3503,3224,2003,4712,5767,286,2502.38241205506,-0.109948400208854,0.452513239565578,-0.242972780894558,0.808026483393821,0.849233355438061
"gene-SAOUHSC_01109",1,0,3,5,2,0,1.36879285149319,-0.678175724227711,1.80648799592402,-0.375411143477222,0.707354718641071,0.769388604680626
"gene-SAOUHSC_01110",15188,9987,8010,21470,9050,249,8070.97029588315,0.344892570587438,0.747272046873154,0.461535490362029,0.644414464912772,0.714318073147448
"gene-SAOUHSC_01111",8,8,6,6,1,1,4.5460816172346,1.24174198406335,1.03215450880025,1.20305823738222,0.228953784944927,0.312220061957237
"gene-SAOUHSC_01112",1688,1247,1095,1378,757,23,804.696784158147,1.14401283587452,0.666412048160793,1.71667489960879,0.0860385888043758,0.136555745172434
"gene-SAOUHSC_01113",1178,721,1216,549,556,41,581.736847509674,1.56815253870745,0.407367090073313,3.84948263352652,0.000118367575094971,0.00038487013444284
"gene-SAOUHSC_01114",7336,5211,4322,9219,4863,463,4171.00384421136,0.312397785625501,0.477821128805423,0.65379650834301,0.51324291633864,0.599658496881591
"gene-SAOUHSC_01115",4988,3219,3046,5933,3398,141,2656.66010907761,0.461479687030112,0.61192420181081,0.754145179524685,0.450762051155762,0.539394669856006
"gene-SAOUHSC_01118",701,502,402,662,584,381,609.929332283005,-0.819511929353508,0.566768761316404,-1.44593701221301,0.148194869496511,0.215035541180485
"gene-SAOUHSC_A01079",58,51,44,36,22,9,33.6965217028448,0.921890922204089,0.49034102016758,1.88010157071709,0.0600942364622512,0.100011112412283
"gene-SAOUHSC_01119",238,101,155,334,212,22,141.427143576469,-0.171623795372876,0.460825998396859,-0.372426460247313,0.709575356133599,0.770886266810224
"gene-SAOUHSC_A01081",63,49,113,322,418,67,155.444065283443,-1.91960521853395,0.437946581275685,-4.38319489318167,1.16951399368963e-05,4.88664307424278e-05
"gene-SAOUHSC_01120",1029,789,765,1866,1793,118,828.24826934983,-0.400049857295377,0.402423785841341,-0.994100923878044,0.320173735623687,0.412404233714532
"gene-SAOUHSC_01121",586057,379846,422840,33397,30779,2888,200270.927884411,4.44101530424377,0.330102219390947,13.4534548493422,2.93817059397344e-41,4.47418088782289e-39
"gene-SAOUHSC_01122",6,5,7,2,1,0,2.88072853875786,2.4633809295999,1.2376680730573,1.99034053089439,0.046553436072675,0.0805066045900329
"gene-SAOUHSC_01123",2154,1487,1847,643,336,8,876.789197201242,2.73985392433858,0.701323061807353,3.90669303997762,9.35678960533335e-05,0.000312006816401688
"gene-SAOUHSC_01124",1196,825,1077,436,538,42,563.091294948605,1.69721328837688,0.331029753054597,5.1270717290991,2.94283419505671e-07,1.74218326752709e-06
"gene-SAOUHSC_01125",765,505,645,294,311,23,345.812592248429,1.69839964153222,0.35733494962036,4.75296257289311,2.00457466431453e-06,9.84684436359521e-06
"gene-SAOUHSC_01127",769,597,621,345,413,37,381.468556494246,1.36499721522998,0.282912880348443,4.82479699598269,1.40145937944495e-06,7.16408326795951e-06
"gene-SAOUHSC_01128",986,810,742,390,403,79,490.204549686586,1.37816361666463,0.241745531459538,5.70088558966931,1.19186611851592e-08,8.76163405175083e-08
"gene-SAOUHSC_01129",2103,1493,1575,569,764,168,968.75858717424,1.51661150497826,0.294776871227975,5.14494742637165,2.67595741067253e-07,1.6014845551645e-06
"gene-SAOUHSC_01130",4082,3319,3241,2812,4118,1468,3194.45894460652,-0.207037625920583,0.456480248422836,-0.453552210935541,0.650151156369382,0.719735185625394
"gene-SAOUHSC_01131",858,647,724,1341,1195,42,610.693351426491,0.0408850572601051,0.555002623447745,0.0736664216217972,0.941275817829881,0.954508700211508
"gene-SAOUHSC_01133",782,595,606,1643,1772,218,784.655472875795,-0.893082252670949,0.22657572752584,-3.94165016007329,8.09229485939893e-05,0.000274615390449339
"gene-SAOUHSC_01134",120,65,63,203,235,9,85.9365507398232,-0.689797020195546,0.506056340459219,-1.36308344554994,0.172856213434701,0.245572542295445
